entry_id,BlockId,log_key,exec_flow,log_segment,single_log_label,block_log_label
105,49a530e1_1,49a530e1_1,ENTRY→locateFollowingBlock→ConditionCheck%%ENTRY→createBlockOutputStream→PipelineCheck,[INFO]:Resetting internal error state,normal,normal
106,49a530e1_1,49a530e1_1,ENTRY→locateFollowingBlock→ConditionCheck%%ENTRY→createBlockOutputStream→PipelineCheck,[INFO]:Restarting node due to timeout,normal,normal
107,300f0414_1,300f0414_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
108,300f0414_1,300f0414_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
109,83761ad5_1,83761ad5_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[WARN]:Datanode 3 did not restart within 30000 ms: node-03,normal,explicit
110,83761ad5_1,83761ad5_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Illegal state exception: error=false while checking restarting node deadline,explicit,explicit
111,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:ENTRY,normal,normal
112,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:RETURN,normal,normal
113,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:EXIT,normal,normal
114,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:ENTRY,normal,normal
115,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:RETURN,normal,normal
116,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:EXIT,normal,normal
117,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:ENTRY,normal,normal
118,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:CALL: updatePipeline,normal,normal
119,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:EXIT,normal,normal
120,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:ENTRY,normal,normal
121,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→CALL: hasInternalError%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_FALSE: success,[DEBUG]:EXIT,normal,normal
122,bccbdbcd_2,bccbdbcd_2,ENTRY→IF: nodes.length == 0→CALL: persistBlocks.set→WHILE: true→CALL: isRestartingNode→CALL: resetInternalError→IF: hasInternalError()→CALL: initRestartingNode→IF: shouldWait%%ENTRY→WHILE: true→CALL: resetInternalError→CALL: getBadNodeIndex→CALL: initRestartingNode→IF: shouldWait,[INFO]:nodes are empty for write pipeline of block-01,normal,normal
123,bccbdbcd_2,bccbdbcd_2,ENTRY→IF: nodes.length == 0→CALL: persistBlocks.set→WHILE: true→CALL: isRestartingNode→CALL: resetInternalError→IF: hasInternalError()→CALL: initRestartingNode→IF: shouldWait%%ENTRY→WHILE: true→CALL: resetInternalError→CALL: getBadNodeIndex→CALL: initRestartingNode→IF: shouldWait,"[DEBUG]:pipeline = [node01, node02], DataStreamerInstance",normal,normal
124,bccbdbcd_2,bccbdbcd_2,ENTRY→IF: nodes.length == 0→CALL: persistBlocks.set→WHILE: true→CALL: isRestartingNode→CALL: resetInternalError→IF: hasInternalError()→CALL: initRestartingNode→IF: shouldWait%%ENTRY→WHILE: true→CALL: resetInternalError→CALL: getBadNodeIndex→CALL: initRestartingNode→IF: shouldWait,[INFO]:Resetting internal error state,normal,normal
125,bccbdbcd_2,bccbdbcd_2,ENTRY→IF: nodes.length == 0→CALL: persistBlocks.set→WHILE: true→CALL: isRestartingNode→CALL: resetInternalError→IF: hasInternalError()→CALL: initRestartingNode→IF: shouldWait%%ENTRY→WHILE: true→CALL: resetInternalError→CALL: getBadNodeIndex→CALL: initRestartingNode→IF: shouldWait,[INFO]:Waiting for restarting node,normal,normal
126,bccbdbcd_2,bccbdbcd_2,ENTRY→IF: nodes.length == 0→CALL: persistBlocks.set→WHILE: true→CALL: isRestartingNode→CALL: resetInternalError→IF: hasInternalError()→CALL: initRestartingNode→IF: shouldWait%%ENTRY→WHILE: true→CALL: resetInternalError→CALL: getBadNodeIndex→CALL: initRestartingNode→IF: shouldWait,[INFO]:Proceeding without waiting,normal,normal
127,3a4fb26e_1,3a4fb26e_1,ENTRY→ConditionCheck%%ENTRY→PipelineSetup,"[WARN]:Could not get block locations. Source file ""/user/data/file01"" - Aborting...",normal,normal
128,3a4fb26e_1,3a4fb26e_1,ENTRY→ConditionCheck%%ENTRY→PipelineSetup,[DEBUG]:Pipeline setup initiated,normal,normal
129,3a4fb26e_1,3a4fb26e_1,ENTRY→ConditionCheck%%ENTRY→PipelineSetup,[DEBUG]:Pipeline setup completed,normal,normal
130,3b504348_1,3b504348_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Nodes [node01, node02] storageTypes [SSD, HDD] storageIDs [id123, id456]",normal,normal
131,a4f7bfe4_1,a4f7bfe4_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
132,a4f7bfe4_1,a4f7bfe4_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
133,4f9e9aad_1,4f9e9aad_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
134,4f9e9aad_1,4f9e9aad_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
135,46c5c85e_1,46c5c85e_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
136,46c5c85e_1,46c5c85e_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
137,fa7bbe1f_1,fa7bbe1f_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Node check condition evaluated,normal,normal
138,fa7bbe1f_1,fa7bbe1f_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Node marked status: false,normal,normal
139,87305a40_1,87305a40_1,ENTRY→SYNC%%ENTRY→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
140,87305a40_1,87305a40_1,ENTRY→SYNC%%ENTRY→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
141,33220b2e_1,33220b2e_1,ENTRY→closeResponder→TRY→CATCH:InterruptedException%%ENTRY→closeResponder→TRY,"[DEBUG]:Closing old block 1024, block",explicit,explicit
142,33220b2e_1,33220b2e_1,ENTRY→closeResponder→TRY→CATCH:InterruptedException%%ENTRY→closeResponder→TRY,"[DEBUG]:Thread interrupted, InterruptedException",explicit,explicit
143,4815f777_1,4815f777_1,ENTRY→CALL:checkNodeStatus→CALL:waitForNodeRestart→RETURN→EXIT,[INFO]:Node status check initiated,normal,normal
144,4815f777_1,4815f777_1,ENTRY→CALL:checkNodeStatus→CALL:waitForNodeRestart→RETURN→EXIT,[INFO]:Waiting for node restart to complete,normal,normal
145,4815f777_1,4815f777_1,ENTRY→CALL:checkNodeStatus→CALL:waitForNodeRestart→RETURN→EXIT,[INFO]:Node restart completed successfully,normal,normal
146,d8681342_1,d8681342_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
147,d8681342_1,d8681342_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
148,ff16b5ef_1,ff16b5ef_1,ENTRY→CALL: closeResponder→IF_TRUE: response != null→TRY→CALL: close→CALL: join→EXIT%%ENTRY→CALL: closeResponder→IF_TRUE: response != null→TRY→CALL: close→CALL: join→EXCEPTION: join→CATCH: InterruptedException e→CALL: Thread.currentThread().interrupt→EXIT,[DEBUG]:Thread interrupted,explicit,explicit
149,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Thread interrupted, exception occurred",normal,normal
150,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Pipeline stage is PIPELINE_SETUP_CREATE, current state is active",normal,normal
151,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Start processing datanode/external error, current state is active",normal,normal
152,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[DEBUG]:Closing old block block-01,normal,normal
153,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Initializing data streaming with nodes [node1, node2], storage types [DISK, SSD], storage IDs [id1, id2]",normal,normal
154,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[WARN]:Abandoning block block-02,normal,normal
155,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[WARN]:Excluding datanode badNode-01,normal,normal
156,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Nodes are empty for write pipeline of block-03,normal,normal
157,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Pipeline = [node3, node4], current state is active",normal,normal
158,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Resetting internal error state,normal,normal
159,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Restarting node due to error recovery,normal,normal
160,78a850f6_1,78a850f6_1,ENTRY→CALL:addBlock→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
161,78a850f6_1,78a850f6_1,ENTRY→CALL:addBlock→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
162,e426088d_1,e426088d_1,ENTRY→CALL→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
163,e426088d_1,e426088d_1,ENTRY→CALL→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
164,52e22579_1,52e22579_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch%%ENTRY→AnotherBranch,[DEBUG]:Reported block blk_12345 on datanode01 size 128MB replicaState = FINALIZED,normal,normal
165,52e22579_1,52e22579_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch%%ENTRY→AnotherBranch,[DEBUG]:In memory blockUCState = UNDER_CONSTRUCTION,normal,normal
166,459fce37_1,459fce37_1,ENTRY→FOR_INIT→FOR_COND: idx < len→IF_TRUE: cur == storageInfo→RETURN→EXIT%%ENTRY→FOR_INIT→FOR_COND: idx < len→FOR_EXIT→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
167,459fce37_1,459fce37_1,ENTRY→FOR_INIT→FOR_COND: idx < len→IF_TRUE: cur == storageInfo→RETURN→EXIT%%ENTRY→FOR_INIT→FOR_COND: idx < len→FOR_EXIT→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
168,2699afdf_1,2699afdf_1,ENTRY→MoveBlockToHead→EXIT,[INFO]:Moved block to head successfully,normal,normal
169,97d385b8_1,97d385b8_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
170,97d385b8_1,97d385b8_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
171,8e71fe7a_1,8e71fe7a_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
172,8e71fe7a_1,8e71fe7a_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
173,afcabafb_1,afcabafb_1,ENTRY→IF_TRUE:newReport==null→CALL:getDatanodeDescriptor→FOREACH:newReport→WHILE:it.hasNext()→CALL:storageInfo.removeBlock→EXIT%%ENTRY→IF_FALSE:newReport==null→CALL:getDatanodeDescriptor→FOREACH:newReport→WHILE:it.hasNext()→CALL:storageInfo.removeBlock→EXIT,[DEBUG]:Reported block blk_12345 on datanode01 size 128MB replicaState = FINALIZED,normal,normal
174,afcabafb_1,afcabafb_1,ENTRY→IF_TRUE:newReport==null→CALL:getDatanodeDescriptor→FOREACH:newReport→WHILE:it.hasNext()→CALL:storageInfo.removeBlock→EXIT%%ENTRY→IF_FALSE:newReport==null→CALL:getDatanodeDescriptor→FOREACH:newReport→WHILE:it.hasNext()→CALL:storageInfo.removeBlock→EXIT,[INFO]:Collecting blocks not reported,normal,normal
175,afcabafb_2,afcabafb_2,"ENTRY→LOG:DEBUG:Reported block blk_67890 on datanode02 size 256MB replicaState = UNDER_CONSTRUCTION→IF:shouldPostponeBlocksFromFuture&&isGenStampInFuture(block)→IF:storedBlock==null→LOG:DEBUG:In memory blockUCState = COMMITTED→IF:invalidateBlocks.contains(datanode02, blk_67890)→RETURN→EXIT",[DEBUG]:Reported block blk_67890 on datanode02 size 256MB replicaState = UNDER_CONSTRUCTION,normal,normal
176,afcabafb_2,afcabafb_2,"ENTRY→LOG:DEBUG:Reported block blk_67890 on datanode02 size 256MB replicaState = UNDER_CONSTRUCTION→IF:shouldPostponeBlocksFromFuture&&isGenStampInFuture(block)→IF:storedBlock==null→LOG:DEBUG:In memory blockUCState = COMMITTED→IF:invalidateBlocks.contains(datanode02, blk_67890)→RETURN→EXIT",[DEBUG]:In memory blockUCState = COMMITTED,normal,normal
177,afcabafb_3,afcabafb_3,ENTRY→CALL:getNext→CALL:findStorageInfo→RETURN→EXIT,[INFO]:Fetched storage info for block blk_78901,normal,normal
178,afcabafb_4,afcabafb_4,ENTRY→CALL:listRemove→IF_TRUE:b.removeStorage(this)→RETURN→EXIT%%ENTRY→CALL:listRemove→IF_FALSE:b.removeStorage(this)→RETURN→EXIT,[INFO]:Removed storage info for block blk_89012,normal,normal
179,a0b02421_1,a0b02421_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
180,a0b02421_1,a0b02421_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
181,4664c9fd_1,4664c9fd_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
182,4664c9fd_1,4664c9fd_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
183,c7f75db9_1,c7f75db9_1,ENTRY→getUnderConstructionFeature→findStorageInfo%%ENTRY→getUnderConstructionFeature,[INFO]:Fetched 128MB block from namenode01,normal,explicit
184,c7f75db9_1,c7f75db9_1,ENTRY→getUnderConstructionFeature→findStorageInfo%%ENTRY→getUnderConstructionFeature,[ERROR]:Access denied to path /user/test,explicit,explicit
185,0d5cf8ce_1,0d5cf8ce_1,ENTRY→CheckStripedCondition,[INFO]:Checked if file is striped,normal,normal
186,cae39118_1,cae39118_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
187,cae39118_1,cae39118_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
188,2a93eca4_1,2a93eca4_1,ENTRY→equals→getBlockUCState→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
189,2a93eca4_1,2a93eca4_1,ENTRY→equals→getBlockUCState→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
190,21f25770_1,21f25770_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[INFO]:Safe mode is off, no operation performed",normal,normal
191,21f25770_1,21f25770_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[DEBUG]:Block is complete and safe mode check initiated,normal,normal
192,21f25770_1,21f25770_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Block is not complete or safe mode conditions not met,normal,normal
193,21f25770_2,21f25770_2,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[DEBUG]:Calculating real data block number for committed/completed block,normal,normal
194,21f25770_2,21f25770_2,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Returning default data block number for uncommitted/incomplete block,normal,normal
195,cb33f85a_1,cb33f85a_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[DEBUG]:Block state change logged for block 128MB,normal,normal
196,cb33f85a_1,cb33f85a_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Decremented block statistics,normal,normal
197,ca7fbcf3_1,ca7fbcf3_1,"ENTRY→writeLock→equals→getBlockUCState→RETURN→TRY→IF_TRUE:!isPopulatingReplQueues()||!block.isComplete()→RETURN→EXIT%%ENTRY→writeLock→equals→getBlockUCState→RETURN→TRY→IF_FALSE:!isPopulatingReplQueues()||!block.isComplete()→IF_TRUE:!hasEnoughEffectiveReplicas(block,repl,pendingNum)→neededReconstruction.update→writeUnlock→EXIT%%ENTRY→writeLock→equals→getBlockUCState→RETURN→TRY→IF_FALSE:!isPopulatingReplQueues()||!block.isComplete()→IF_FALSE:!hasEnoughEffectiveReplicas(block,repl,pendingNum)→neededReconstruction.remove→writeUnlock→EXIT",[DEBUG]:Block completeness check,normal,normal
198,ca7fbcf3_1,ca7fbcf3_1,"ENTRY→writeLock→equals→getBlockUCState→RETURN→TRY→IF_TRUE:!isPopulatingReplQueues()||!block.isComplete()→RETURN→EXIT%%ENTRY→writeLock→equals→getBlockUCState→RETURN→TRY→IF_FALSE:!isPopulatingReplQueues()||!block.isComplete()→IF_TRUE:!hasEnoughEffectiveReplicas(block,repl,pendingNum)→neededReconstruction.update→writeUnlock→EXIT%%ENTRY→writeLock→equals→getBlockUCState→RETURN→TRY→IF_FALSE:!isPopulatingReplQueues()||!block.isComplete()→IF_FALSE:!hasEnoughEffectiveReplicas(block,repl,pendingNum)→neededReconstruction.remove→writeUnlock→EXIT",[INFO]:Reconstruction update triggered,normal,normal
199,ca7fbcf3_1,ca7fbcf3_1,"ENTRY→writeLock→equals→getBlockUCState→RETURN→TRY→IF_TRUE:!isPopulatingReplQueues()||!block.isComplete()→RETURN→EXIT%%ENTRY→writeLock→equals→getBlockUCState→RETURN→TRY→IF_FALSE:!isPopulatingReplQueues()||!block.isComplete()→IF_TRUE:!hasEnoughEffectiveReplicas(block,repl,pendingNum)→neededReconstruction.update→writeUnlock→EXIT%%ENTRY→writeLock→equals→getBlockUCState→RETURN→TRY→IF_FALSE:!isPopulatingReplQueues()||!block.isComplete()→IF_FALSE:!hasEnoughEffectiveReplicas(block,repl,pendingNum)→neededReconstruction.remove→writeUnlock→EXIT",[INFO]:Reconstruction removal triggered,normal,normal
200,ca7fbcf3_2,ca7fbcf3_2,ENTRY→IF_TRUE:priLevel>=0&&priLevel<LEVEL&&priorityQueues.get(priLevel).remove(block)→NameNode.blockStateChangeLog.debug→decrementBlockStat→RETURN→EXIT%%ENTRY→IF_FALSE:priLevel>=0&&priLevel<LEVEL&&priorityQueues.get(priLevel).remove(block)→FOR_INIT→FOR_COND:i<LEVEL→FOR_EXIT→RETURN→EXIT,[DEBUG]:Removing block from priority queue 0,normal,normal
201,ca7fbcf3_2,ca7fbcf3_2,ENTRY→IF_TRUE:priLevel>=0&&priLevel<LEVEL&&priorityQueues.get(priLevel).remove(block)→NameNode.blockStateChangeLog.debug→decrementBlockStat→RETURN→EXIT%%ENTRY→IF_FALSE:priLevel>=0&&priLevel<LEVEL&&priorityQueues.get(priLevel).remove(block)→FOR_INIT→FOR_COND:i<LEVEL→FOR_EXIT→RETURN→EXIT,[DEBUG]:Removing block from priority queue 1,normal,normal
202,964c845c_1,964c845c_1,ENTRY→RETURN→EXIT%%ENTRY→IF_FALSE: removed→CALL: decrementAndGet→CALL: blockLog.debug→RETURN→EXIT%%ENTRY→IF_FALSE: removed→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
