LineId,Level,Content,EventId,EventTemplate,ParameterList,BlockId
10,[DEBUG],BLOCK* NameSystem.LowRedundancyBlock.remove: Removing block block-123 from priority queue 2,9088e876,BLOCK* NameSystem.LowRedundancyBlock.remove: Removing block block-<*> from priority queue <*>,"['123', '2']",18c30f2e_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",7027a1a2_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],7027a1a2_1
1,[INFO],Fetched 256MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['256', '01']",54c1754e_1
2,[ERROR],Access denied to path /user/data,658cc3ae,Access denied to path <*>,['/user/data'],54c1754e_1
1,[INFO],Block is already complete,09f700a1,Block is already complete,[],d51b1764_1
1,[INFO],Incrementing safe block count,441e62de,Incrementing safe block count,[],2b8438c5_1
2,[DEBUG],Reporting startup progress,f7d612a1,Reporting startup progress,[],2b8438c5_1
3,[DEBUG],Checking if block is striped,30e5b4fa,Checking if block is striped,[],2b8438c5_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",61810f43_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],61810f43_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",169b52fd_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],169b52fd_1
1,[TRACE],Postponing block-12345 since storage data_pool_01 does not yet have up-to-date information.,8cf1ea2d,Postponing block-<*> since storage data_pool_<*> does not yet have up-to-date information.,"['12345', '01']",220ab0f3_1
1,[DEBUG],Postponing invalidation of block blk_12345 on datanode dn_01 because 2 replica(s) are located on nodes with potentially out-of-date block reports,aef40b5b,Postponing invalidation of block blk_<*> on datanode dn_<*> because <*> replica(s) are located on nodes with potentially out-of-date block reports,"['12345', '01', '2']",5b8b437f_1
2,[DEBUG],"Adding block blk_12345 to invalidation list for datanodes dn_01, dn_02",6692eb75,"Adding block blk_<*> to invalidation list for datanodes dn_<*>, dn_<*>","['12345', '01', '02']",5b8b437f_1
3,[DEBUG],Block blk_12345 on datanode dn_01 listed for deletion,b8724278,Block blk_<*> on datanode dn_<*> listed for deletion,"['12345', '01']",5b8b437f_1
4,[DEBUG],Block blk_12345 has already been removed from node dn_01,db29adde,Block blk_<*> has already been removed from node dn_<*>,"['12345', '01']",5b8b437f_1
5,[DEBUG],Block blk_12345 removed from caching related lists on node dn_01,7c0bfc8b,Block blk_<*> removed from caching related lists on node dn_<*>,"['12345', '01']",5b8b437f_1
6,[DEBUG],"Safe mode is off, skipping decrement",864688ab,"Safe mode is off, skipping decrement",[],5b8b437f_1
7,[DEBUG],Block blk_12345 is complete and live replicas match safe number,fc43c0b5,Block blk_<*> is complete and live replicas match safe number,['12345'],5b8b437f_1
8,[INFO],Decrementing safe block count,51331462,Decrementing safe block count,[],5b8b437f_1
9,[DEBUG],Checking if block blk_12345 is striped,64462ea7,Checking if block blk_<*> is striped,['12345'],5b8b437f_1
10,[DEBUG],Calculating real data block number based on erasure coding policy,d5d3498a,Calculating real data block number based on erasure coding policy,[],5b8b437f_1
11,[DEBUG],Removing block blk_12345 from priority queue 3,a306ef5a,Removing block blk_<*> from priority queue <*>,"['12345', '3']",5b8b437f_1
1,[DEBUG],Invalidate corrupt replicas error in deleting bad block blk_12345 on node_01,dfef897c,Invalidate corrupt replicas error in deleting bad block blk_<*> on node_<*>,"['12345', '01']",98efcc52_1
2,[DEBUG],Invalidate corrupt replicas error in deleting bad block blk_12345 on node_01,dfef897c,Invalidate corrupt replicas error in deleting bad block blk_<*> on node_<*>,"['12345', '01']",98efcc52_1
3,[DEBUG],BLOCK* invalidateBlocks: postponing invalidation of blk_67890 on datanode_02 because 3 replica(s) are located on nodes with potentially out-of-date block reports,46b1786f,BLOCK* invalidateBlocks: postponing invalidation of blk_<*> on datanode_<*> because <*> replica(s) are located on nodes with potentially out-of-date block reports,"['67890', '02', '3']",98efcc52_1
4,[DEBUG],"BLOCK* addToInvalidates: block_78901 [datanode_03, datanode_04]",8caaef68,BLOCK* addToInvalidates: block_<*> <*>,"['78901 [datanode_03, datanode_04]']",98efcc52_1
5,[DEBUG],BLOCK* invalidateBlocks: blk_67890 on datanode_02 listed for deletion,8b921374,BLOCK* invalidateBlocks: blk_<*> on datanode_<*> listed for deletion,"['67890', '02']",98efcc52_1
6,[DEBUG],BLOCK* removeStoredBlock: block_78901 has already been removed from node datanode_03,5cfdcd2e,BLOCK* removeStoredBlock: block_<*> has already been removed from node datanode_<*>,"['78901', '03']",98efcc52_1
7,[DEBUG],BLOCK* removeStoredBlock: block_78901 removed from caching related lists on node datanode_03,0712e785,BLOCK* removeStoredBlock: block_<*> removed from caching related lists on node datanode_<*>,"['78901', '03']",98efcc52_1
8,[DEBUG],"Safe mode is off, skipping decrement",864688ab,"Safe mode is off, skipping decrement",[],98efcc52_1
9,[DEBUG],Block is complete and live replicas match safe number,091b7c7b,Block is complete and live replicas match safe number,[],98efcc52_1
10,[INFO],Decrementing safe block count,51331462,Decrementing safe block count,[],98efcc52_1
11,[DEBUG],Checking if block is striped,30e5b4fa,Checking if block is striped,[],98efcc52_1
12,[DEBUG],Calculating real data block number based on erasure coding policy,d5d3498a,Calculating real data block number based on erasure coding policy,[],98efcc52_1
1,[DEBUG],BLOCK* addStoredBlock: Block123 on /user/data size 128MB but it does not belong to any file,d0d3ec51,BLOCK* addStoredBlock: Block<*> on <*> size <*>MB but it does not belong to any file,"['123', '/user/data', '128']",675fdd79_1
2,[DEBUG],BLOCK* addStoredBlock: Block123 is added to pool-01 (size=128MB),3fefec29,BLOCK* addStoredBlock: Block<*> is added to pool-<*> (size=<*>MB),"['123', '01', '128']",675fdd79_1
3,[WARN],BLOCK* addStoredBlock: block Block123 moved to storageType DISK on node namenode01,04766e66,BLOCK* addStoredBlock: block Block<*> moved to storageType DISK on node namenode<*>,"['123', '01']",675fdd79_1
4,[DEBUG],BLOCK* addStoredBlock: Redundant addStoredBlock request received for Block123 on node namenode01 size 128MB,f2392b92,BLOCK* addStoredBlock: Redundant addStoredBlock request received for Block<*> on node namenode<*> size <*>MB,"['123', '01', '128']",675fdd79_1
5,[WARN],Inconsistent number of corrupt replicas for Block123. blockMap has 3 but corrupt replicas map has 2,d086eb29,Inconsistent number of corrupt replicas for Block<*>. blockMap has <*> but corrupt replicas map has <*>,"['123', '3', '2']",675fdd79_1
6,[INFO],Invalidating corrupt replicas for block Block123,f9884813,Invalidating corrupt replicas for block Block<*>,['123'],675fdd79_1
7,[INFO],Incrementing safe block count,441e62de,Incrementing safe block count,[],675fdd79_1
8,[DEBUG],Reporting startup progress,f7d612a1,Reporting startup progress,[],675fdd79_1
1,[DEBUG],invalidateCorruptReplicas error in deleting bad block Block456 on node datanode01,56ee2791,invalidateCorruptReplicas error in deleting bad block Block<*> on node datanode<*>,"['456', '01']",675fdd79_2
2,[DEBUG],invalidateCorruptReplicas error in deleting bad block Block456 on node datanode01,56ee2791,invalidateCorruptReplicas error in deleting bad block Block<*> on node datanode<*>,"['456', '01']",675fdd79_2
1,[DEBUG],Checking if block is striped,30e5b4fa,Checking if block is striped,[],675fdd79_3
1,[DEBUG],Block is not complete or replication queues are not populated,80066f6c,Block is not complete or replication queues are not populated,[],675fdd79_4
2,[INFO],Block reconstruction skipped,3679d437,Block reconstruction skipped,[],675fdd79_4
3,[DEBUG],Effective replicas are sufficient,77a55c1e,Effective replicas are sufficient,[],675fdd79_4
4,[INFO],Block removed from reconstruction queue,b4b7dd32,Block removed from reconstruction queue,[],675fdd79_4
1,[DEBUG],Block is not complete or replication queues are not populated,80066f6c,Block is not complete or replication queues are not populated,[],675fdd79_5
2,[INFO],Block reconstruction skipped,3679d437,Block reconstruction skipped,[],675fdd79_5
3,[DEBUG],BLOCK* NameSystem.LowRedundancyBlock.remove: Removing block Block789 from priority queue 2,1f5b5340,BLOCK* NameSystem.LowRedundancyBlock.remove: Removing block Block<*> from priority queue <*>,"['789', '2']",675fdd79_5
1,[TRACE],BLOCK* processExtraRedundancyBlock: Postponing Block999 since storage Storage01 does not yet have up-to-date information.,195d0fd0,BLOCK* processExtraRedundancyBlock: Postponing Block<*> since storage Storage<*> does not yet have up-to-date information.,"['999', '01']",675fdd79_6
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",23dfab4e_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],23dfab4e_1
1,[DEBUG],BLOCK* InvalidateBlocks: add block-12345 to datanode-01,5804fcb7,BLOCK* InvalidateBlocks: add block-<*> to datanode-<*>,"['12345', '01']",2f60b247_1
2,[DEBUG],BLOCK* addToInvalidates: block-12345 datanode-01,cc1d7a35,BLOCK* addToInvalidates: block-<*> datanode-<*>,"['12345', '01']",2f60b247_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",0dc59f9c_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],0dc59f9c_1
1,[DEBUG],BLOCK markBlockAsCorrupt: Block cannot be marked as corrupt as it does not belong to any file,bfb0fd60,BLOCK markBlockAsCorrupt: Block cannot be marked as corrupt as it does not belong to any file,[],e262ffb3_1
2,[DEBUG],BLOCK NameSystem.addToCorruptReplicasMap: Block added as corrupt on datanode01 by 192.168.1.1 Reason: Replica mismatch,4e3625d1,BLOCK NameSystem.addToCorruptReplicasMap: Block added as corrupt on datanode<*> by <*>.<*>.<*>.<*> Reason: Replica mismatch,"['01', '192', '168.1.1']",e262ffb3_1
1,[DEBUG],BLOCK* invalidateBlocks: postponing invalidation of Block on datanode01 because 3 replica(s) are located on nodes with potentially out-of-date block reports,0741ffbf,BLOCK* invalidateBlocks: postponing invalidation of Block on datanode<*> because <*> replica(s) are located on nodes with potentially out-of-date block reports,"['01', '3']",e262ffb3_2
2,[DEBUG],BLOCK* addToInvalidates: Block storedBlock01 datanodes01,e9414861,BLOCK* addToInvalidates: Block storedBlock<*> datanodes<*>,"['01', '01']",e262ffb3_2
3,[DEBUG],BLOCK* invalidateBlocks: Block on datanode01 listed for deletion,95a590cb,BLOCK* invalidateBlocks: Block on datanode<*> listed for deletion,['01'],e262ffb3_2
4,[DEBUG],BLOCK* removeStoredBlock: Block storedBlock01 has already been removed from node datanode01,ad7d8b6b,BLOCK* removeStoredBlock: Block storedBlock<*> has already been removed from node datanode<*>,"['01', '01']",e262ffb3_2
5,[DEBUG],BLOCK* removeStoredBlock: Block storedBlock01 removed from caching related lists on node datanode01,0caf7a7d,BLOCK* removeStoredBlock: Block storedBlock<*> removed from caching related lists on node datanode<*>,"['01', '01']",e262ffb3_2
6,[DEBUG],"Safe mode is off, skipping decrement",864688ab,"Safe mode is off, skipping decrement",[],e262ffb3_2
7,[DEBUG],Block is complete and live replicas match safe number,091b7c7b,Block is complete and live replicas match safe number,[],e262ffb3_2
8,[INFO],Decrementing safe block count,51331462,Decrementing safe block count,[],e262ffb3_2
9,[DEBUG],Checking if block is striped,30e5b4fa,Checking if block is striped,[],e262ffb3_2
10,[DEBUG],Calculating real data block number based on erasure coding policy,d5d3498a,Calculating real data block number based on erasure coding policy,[],e262ffb3_2
1,[DEBUG],Block is not complete or replication queues are not populated,80066f6c,Block is not complete or replication queues are not populated,[],e262ffb3_3
2,[INFO],Block reconstruction skipped,3679d437,Block reconstruction skipped,[],e262ffb3_3
3,[DEBUG],Effective replicas are sufficient,77a55c1e,Effective replicas are sufficient,[],e262ffb3_3
4,[INFO],Block removed from reconstruction queue,b4b7dd32,Block removed from reconstruction queue,[],e262ffb3_3
1,[DEBUG],Block is not complete or replication queues are not populated,80066f6c,Block is not complete or replication queues are not populated,[],e262ffb3_4
2,[INFO],Block reconstruction skipped,3679d437,Block reconstruction skipped,[],e262ffb3_4
3,[DEBUG],BLOCK* NameSystem.LowRedundancyBlock.remove: Removing block Block01 from priority queue PriorityLevel01,3ba45ac2,BLOCK* NameSystem.LowRedundancyBlock.remove: Removing block Block<*> from priority queue PriorityLevel<*>,"['01', '01']",e262ffb3_4
1,[DEBUG],Reported block blk_12345 on datanode01 size 128MB replicaState = FINALIZED,fbc3d936,Reported block blk_<*> on datanode<*> size <*>MB replicaState = FINALIZED,"['12345', '01', '128']",cb32ad64_1
2,[DEBUG],Reported block blk_12345 on datanode01 size 128MB replicaState = FINALIZED,fbc3d936,Reported block blk_<*> on datanode<*> size <*>MB replicaState = FINALIZED,"['12345', '01', '128']",cb32ad64_1
3,[DEBUG],Reported block blk_12345 on datanode02 size 128MB replicaState = FINALIZED,fbc3d936,Reported block blk_<*> on datanode<*> size <*>MB replicaState = FINALIZED,"['12345', '02', '128']",cb32ad64_1
4,[DEBUG],In memory blockUCState = UNDER_CONSTRUCTION,fe2dbd0d,In memory blockUCState = UNDER_CONSTRUCTION,[],cb32ad64_1
5,[DEBUG],BLOCK* addStoredBlock: blk_12345 on node01 size 128MB but it does not belong to any file,47fdb2b3,BLOCK* addStoredBlock: blk_<*> on node<*> size <*>MB but it does not belong to any file,"['12345', '01', '128']",cb32ad64_1
6,[DEBUG],BLOCK* addStoredBlock: node01 is added to blk_12345 (size=128MB),3c724a2b,BLOCK* addStoredBlock: node<*> is added to blk_<*> (size=<*>MB),"['01', '12345', '128']",cb32ad64_1
7,[WARN],BLOCK* addStoredBlock: block blk_12345 moved to storageType DISK on node node01,ade24c57,BLOCK* addStoredBlock: block blk_<*> moved to storageType DISK on node node<*>,"['12345', '01']",cb32ad64_1
8,[DEBUG],BLOCK* addStoredBlock: Redundant addStoredBlock request received for blk_12345 on node node01 size 128MB,dfa4fb9e,BLOCK* addStoredBlock: Redundant addStoredBlock request received for blk_<*> on node node<*> size <*>MB,"['12345', '01', '128']",cb32ad64_1
9,[WARN],Inconsistent number of corrupt replicas for blk_12345. blockMap has 2 but corrupt replicas map has 3,53fae65a,Inconsistent number of corrupt replicas for blk_<*>. blockMap has <*> but corrupt replicas map has <*>,"['12345', '2', '3']",cb32ad64_1
10,[DEBUG],BLOCK* InvalidateBlocks: add blk_12345 to datanode01,3954c910,BLOCK* InvalidateBlocks: add blk_<*> to datanode<*>,"['12345', '01']",cb32ad64_1
11,[DEBUG],BLOCK* addToInvalidates: blk_12345 datanode01 datanode02,5267420e,BLOCK* addToInvalidates: blk_<*> datanode<*> datanode<*>,"['12345', '01', '02']",cb32ad64_1
12,[DEBUG],BLOCK markBlockAsCorrupt: blk_12345 cannot be marked as corrupt as it does not belong to any file,a1bcd1de,BLOCK markBlockAsCorrupt: blk_<*> cannot be marked as corrupt as it does not belong to any file,['12345'],cb32ad64_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",166c8990_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],166c8990_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",44a0857e_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],44a0857e_1
1,[INFO],Fetched 256MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['256', '01']",5e556f95_1
2,[ERROR],Access denied to path /user/data,658cc3ae,Access denied to path <*>,['/user/data'],5e556f95_1
1,[INFO],Can't send invalid block block_12345,70883592,Can't send invalid block block_<*>,['12345'],dcde8ff6_1
2,[WARN],Cannot find FsVolumeSpi to report bad block: block_12345,10c7ce13,Cannot find FsVolumeSpi to report bad block: block_<*>,['12345'],dcde8ff6_1
3,[WARN],"Can't replicate block block_12345 because the block file doesn't exist, or is not accessible",89205fdd,"Can<*>t exist, or is not accessible","[""'t replicate block block_12345 because the block file doesn'""]",dcde8ff6_1
4,[WARN],Can't replicate block block_12345 because on-disk length is shorter than NameNode recorded length,bc24305f,Can't replicate block block_<*> because on-disk length is shorter than NameNode recorded length,['12345'],dcde8ff6_1
5,[INFO],BP-01 Starting thread to transfer block_12345 to targetNode01,1a18774f,BP-<*> Starting thread to transfer block_<*> to targetNode<*>,"['01', '12345', '01']",dcde8ff6_1
1,[WARN],Failed to transfer block block_001,563f4dd0,Failed to transfer block block_<*>,['001'],b9f75a67_1
2,[INFO],Can't send invalid block block_001,70883592,Can't send invalid block block_<*>,['001'],b9f75a67_1
3,[WARN],Cannot find FsVolumeSpi to report bad block: block_001,10c7ce13,Cannot find FsVolumeSpi to report bad block: block_<*>,['001'],b9f75a67_1
4,[WARN],"Can't replicate block block_001 because the block file doesn't exist, or is not accessible",89205fdd,"Can<*>t exist, or is not accessible","[""'t replicate block block_001 because the block file doesn'""]",b9f75a67_1
5,[WARN],Can't replicate block block_001 because on-disk length is shorter than NameNode recorded length,bc24305f,Can't replicate block block_<*> because on-disk length is shorter than NameNode recorded length,['001'],b9f75a67_1
6,[INFO],"pool-01 Starting thread to transfer block_001 to target_node_01,target_node_02",3a4231ec,"pool-<*> Starting thread to transfer block_<*> to target_node_<*>,target_node_<*>","['01', '001', '01', '02']",b9f75a67_1
