entry_id,BlockId,log_key,exec_flow,log_segment,single_log_label,block_log_label
105,b570e521_1,b570e521_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
106,88a78c78_1,88a78c78_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
107,88a78c78_1,88a78c78_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
108,ceb06c8d_1,ceb06c8d_1,ENTRY→ConditionCheck%%ENTRY→ErrorHandling%%ENTRY→PipelineRecovery%%ENTRY→BlockClosure%%ENTRY→DataStreaming%%ENTRY→ExitHandling,[INFO]:Fetched 128MB block from namenode01,normal,normal
109,ceb06c8d_1,ceb06c8d_1,ENTRY→ConditionCheck%%ENTRY→ErrorHandling%%ENTRY→PipelineRecovery%%ENTRY→BlockClosure%%ENTRY→DataStreaming%%ENTRY→ExitHandling,[DEBUG]:Start process datanode/external error,normal,normal
110,ceb06c8d_1,ceb06c8d_1,ENTRY→ConditionCheck%%ENTRY→ErrorHandling%%ENTRY→PipelineRecovery%%ENTRY→BlockClosure%%ENTRY→DataStreaming%%ENTRY→ExitHandling,[INFO]:Error recovery for block waiting for responder to exit,normal,normal
111,ceb06c8d_1,ceb06c8d_1,ENTRY→ConditionCheck%%ENTRY→ErrorHandling%%ENTRY→PipelineRecovery%%ENTRY→BlockClosure%%ENTRY→DataStreaming%%ENTRY→ExitHandling,[WARN]:Error recovering pipeline for writing block. Already retried 5 times for the same packet,normal,normal
112,ceb06c8d_1,ceb06c8d_1,ENTRY→ConditionCheck%%ENTRY→ErrorHandling%%ENTRY→PipelineRecovery%%ENTRY→BlockClosure%%ENTRY→DataStreaming%%ENTRY→ExitHandling,[DEBUG]:Closing old block block-12345,normal,normal
113,ceb06c8d_1,ceb06c8d_1,ENTRY→ConditionCheck%%ENTRY→ErrorHandling%%ENTRY→PipelineRecovery%%ENTRY→BlockClosure%%ENTRY→DataStreaming%%ENTRY→ExitHandling,"[DEBUG]:Nodes [node01, node02] storageTypes [DISK, SSD] storageIDs [id01, id02]",normal,normal
114,043f2a44_1,043f2a44_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
115,043f2a44_1,043f2a44_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
116,52166f8a_1,52166f8a_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
117,52166f8a_1,52166f8a_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
118,f87f7fa9_1,f87f7fa9_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
119,f87f7fa9_1,f87f7fa9_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
120,4cf8a980_1,4cf8a980_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched current time from system clock,normal,normal
121,2003f395_1,2003f395_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Nodes are empty for write pipeline of block,normal,normal
122,2003f395_1,2003f395_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Pipeline = [node1, node2, node3], this",normal,normal
123,2003f395_1,2003f395_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Operation completed successfully,normal,normal
124,8c71fffb_1,8c71fffb_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
125,8c71fffb_1,8c71fffb_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
126,49a530e1_1,49a530e1_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Nodes are empty for write pipeline of block,normal,normal
127,49a530e1_1,49a530e1_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Pipeline = [node1, node2, node3], this",normal,normal
128,49a530e1_1,49a530e1_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Message,normal,normal
129,300f0414_1,300f0414_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
130,300f0414_1,300f0414_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
131,83761ad5_1,83761ad5_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[WARN]:Datanode 3 did not restart within 30000 ms: node-03,normal,explicit
132,83761ad5_1,83761ad5_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Illegal state exception: error=false while checking restarting node deadline,explicit,explicit
133,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→RETURN→EXIT%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
134,bccbdbcd_1,bccbdbcd_1,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_TRUE: !handleRestartingDatanode()→RETURN→EXIT%%ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→IF_FALSE: !handleRestartingDatanode()→IF_TRUE: !handleBadDatanode()→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
135,bccbdbcd_2,bccbdbcd_2,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline→EXIT%%IF_FALSE: nodes.length == 0→IF_TRUE: Debugging pipeline state→CALL: persistBlocks.set→WHILE: true→WHILE_COND: true→CALL: RestartingNode→IF_TRUE: shouldWait→CALL: monotonicNow→[INFO]:Pipeline updated successfully→EXIT→WHILE_EXIT→EXIT,[INFO]:Pipeline updated successfully,normal,normal
136,bccbdbcd_2,bccbdbcd_2,ENTRY→WHILE: !success && !streamerClosed && dfsClient.clientRunning→WHILE_COND: !success && !streamerClosed && dfsClient.clientRunning→WHILE_EXIT→IF_TRUE: success→CALL: updatePipeline→EXIT%%IF_FALSE: nodes.length == 0→IF_TRUE: Debugging pipeline state→CALL: persistBlocks.set→WHILE: true→WHILE_COND: true→CALL: RestartingNode→IF_TRUE: shouldWait→CALL: monotonicNow→[INFO]:Pipeline updated successfully→EXIT→WHILE_EXIT→EXIT,"[DEBUG]:Pipeline state: [node1, node2, node3], DataStreamer instance",normal,normal
137,3a4fb26e_1,3a4fb26e_1,ENTRY→ConditionCheck%%ENTRY→PipelineSetup,[WARN]:Nodes array is null or empty,normal,normal
138,3a4fb26e_1,3a4fb26e_1,ENTRY→ConditionCheck%%ENTRY→PipelineSetup,[INFO]:Pipeline setup completed successfully,normal,normal
139,3b504348_1,3b504348_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Nodes [""namenode01"", ""namenode02""] storageTypes [""DISK"", ""SSD""] storageIDs [""block-01"", ""block-02""]",normal,normal
140,3b504348_1,3b504348_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:ResponseProcessor initialized,normal,normal
141,3b504348_1,3b504348_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Started processing at monotonic time 1697059200000,normal,normal
142,a4f7bfe4_1,a4f7bfe4_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
143,a4f7bfe4_1,a4f7bfe4_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
144,46c5c85e_1,46c5c85e_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
145,46c5c85e_1,46c5c85e_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
146,fa7bbe1f_1,fa7bbe1f_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
147,fa7bbe1f_1,fa7bbe1f_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
148,87305a40_1,87305a40_1,ENTRY→SYNC→WHILE_COND%%ENTRY→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
149,87305a40_1,87305a40_1,ENTRY→SYNC→WHILE_COND%%ENTRY→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
150,33220b2e_1,33220b2e_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Closing old block 128MB,normal,explicit
151,33220b2e_1,33220b2e_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Thread interrupted, InterruptedException",explicit,explicit
152,6748932f_1,6748932f_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
153,6748932f_1,6748932f_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
154,4815f777_1,4815f777_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
155,4815f777_1,4815f777_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
156,d8681342_1,d8681342_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
157,d8681342_1,d8681342_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
158,ff16b5ef_1,ff16b5ef_1,ENTRY→ConditionCheck%%ENTRY→ExceptionHandling%%ENTRY→OtherBranch,[INFO]:Responder closed successfully,normal,normal
159,ff16b5ef_1,ff16b5ef_1,ENTRY→ConditionCheck%%ENTRY→ExceptionHandling%%ENTRY→OtherBranch,[INFO]:Stream closed successfully,normal,normal
160,ff16b5ef_1,ff16b5ef_1,ENTRY→ConditionCheck%%ENTRY→ExceptionHandling%%ENTRY→OtherBranch,[INFO]:Resources released,normal,normal
161,ff16b5ef_1,ff16b5ef_1,ENTRY→ConditionCheck%%ENTRY→ExceptionHandling%%ENTRY→OtherBranch,[INFO]:Data queue synchronized,normal,normal
162,ff16b5ef_1,ff16b5ef_1,ENTRY→ConditionCheck%%ENTRY→ExceptionHandling%%ENTRY→OtherBranch,[DEBUG]:Thread interrupted,normal,normal
163,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
164,140856cf_1,140856cf_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
165,78a850f6_1,78a850f6_1,ENTRY→CALL:addBlock→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
166,78a850f6_1,78a850f6_1,ENTRY→CALL:addBlock→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
167,e426088d_1,e426088d_1,ENTRY→CALL→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
168,e426088d_1,e426088d_1,ENTRY→CALL→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
169,52e22579_1,52e22579_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
170,52e22579_1,52e22579_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
171,459fce37_1,459fce37_1,ENTRY→FOR_INIT→FOR_COND: idx < len→IF_TRUE: cur == storageInfo→RETURN→EXIT%%ENTRY→FOR_INIT→FOR_COND: idx < len→FOR_EXIT→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
172,459fce37_1,459fce37_1,ENTRY→FOR_INIT→FOR_COND: idx < len→IF_TRUE: cur == storageInfo→RETURN→EXIT%%ENTRY→FOR_INIT→FOR_COND: idx < len→FOR_EXIT→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
173,2699afdf_1,2699afdf_1,ENTRY→CALL:moveBlockToHead→RETURN→EXIT,[INFO]:Moved block to head successfully,normal,normal
174,97d385b8_1,97d385b8_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
175,97d385b8_1,97d385b8_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
176,c668217f_1,c668217f_1,ENTRY→CALL:getNext→CALL:findStorageInfo→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
177,c668217f_1,c668217f_1,ENTRY→CALL:getNext→CALL:findStorageInfo→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
178,8e71fe7a_1,8e71fe7a_1,ENTRY→CALL:listRemove→IF_TRUE→RETURN→EXIT%%ENTRY→CALL:listRemove→IF_FALSE→RETURN→EXIT,"[INFO]:Removed storage block from pool ""data_pool_01""",normal,both
179,8e71fe7a_1,8e71fe7a_1,ENTRY→CALL:listRemove→IF_TRUE→RETURN→EXIT%%ENTRY→CALL:listRemove→IF_FALSE→RETURN→EXIT,"[ERROR]:Failed to remove storage block due to insufficient permissions for user ""hadoop_user""",both,both
180,afcabafb_1,afcabafb_1,"ENTRY→IF_TRUE: newReport == null→FOREACH: newReport→FOREACH_EXIT→LOG: Reported block block-123 on datanode-01 size 1048576 replicaState = FINALIZED→IF_TRUE: shouldPostponeBlocksFromFuture && isGenStampInFuture(block)→CALL: queueReportedBlock→RETURN→WHILE: it.hasNext()→WHILE_COND: it.hasNext()→WHILE_EXIT→CALL: storageInfo.removeBlock→ENTRY→CALL: listRemove→IF_TRUE: b.removeStorage(this)→RETURN→EXIT→ENTRY→CALL: addBlock→RETURN→EXIT→RETURN→EXIT→EXIT%%ENTRY→IF_FALSE: shouldPostponeBlocksFromFuture && isGenStampInFuture(block)→IF_TRUE: storedBlock == null→CALL: toInvalidate.add→RETURN→WHILE: it.hasNext()→WHILE_COND: it.hasNext()→WHILE_EXIT→CALL: storageInfo.removeBlock→ENTRY→CALL: listRemove→IF_TRUE: b.removeStorage(this)→RETURN→EXIT→ENTRY→CALL: addBlock→RETURN→EXIT→RETURN→EXIT→EXIT%%ENTRY→IF_FALSE: shouldPostponeBlocksFromFuture && isGenStampInFuture(block)→IF_FALSE: storedBlock == null→LOG: In memory blockUCState = UNDER_CONSTRUCTION→IF_TRUE: invalidateBlocks.contains(dn, block)→RETURN→WHILE: it.hasNext()→WHILE_COND: it.hasNext()→WHILE_EXIT→CALL: storageInfo.removeBlock→ENTRY→CALL: listRemove→IF_TRUE: b.removeStorage(this)→RETURN→EXIT→ENTRY→CALL: addBlock→RETURN→EXIT→RETURN→EXIT→EXIT",[INFO]:Reported block block-123 on datanode-01 size 1048576 replicaState = FINALIZED,normal,normal
181,afcabafb_1,afcabafb_1,"ENTRY→IF_TRUE: newReport == null→FOREACH: newReport→FOREACH_EXIT→LOG: Reported block block-123 on datanode-01 size 1048576 replicaState = FINALIZED→IF_TRUE: shouldPostponeBlocksFromFuture && isGenStampInFuture(block)→CALL: queueReportedBlock→RETURN→WHILE: it.hasNext()→WHILE_COND: it.hasNext()→WHILE_EXIT→CALL: storageInfo.removeBlock→ENTRY→CALL: listRemove→IF_TRUE: b.removeStorage(this)→RETURN→EXIT→ENTRY→CALL: addBlock→RETURN→EXIT→RETURN→EXIT→EXIT%%ENTRY→IF_FALSE: shouldPostponeBlocksFromFuture && isGenStampInFuture(block)→IF_TRUE: storedBlock == null→CALL: toInvalidate.add→RETURN→WHILE: it.hasNext()→WHILE_COND: it.hasNext()→WHILE_EXIT→CALL: storageInfo.removeBlock→ENTRY→CALL: listRemove→IF_TRUE: b.removeStorage(this)→RETURN→EXIT→ENTRY→CALL: addBlock→RETURN→EXIT→RETURN→EXIT→EXIT%%ENTRY→IF_FALSE: shouldPostponeBlocksFromFuture && isGenStampInFuture(block)→IF_FALSE: storedBlock == null→LOG: In memory blockUCState = UNDER_CONSTRUCTION→IF_TRUE: invalidateBlocks.contains(dn, block)→RETURN→WHILE: it.hasNext()→WHILE_COND: it.hasNext()→WHILE_EXIT→CALL: storageInfo.removeBlock→ENTRY→CALL: listRemove→IF_TRUE: b.removeStorage(this)→RETURN→EXIT→ENTRY→CALL: addBlock→RETURN→EXIT→RETURN→EXIT→EXIT",[DEBUG]:In memory blockUCState = UNDER_CONSTRUCTION,normal,normal
182,afcabafb_2,afcabafb_2,ENTRY→FOR_INIT→FOR_COND: idx < len→IF_TRUE: cur == storageInfo→RETURN→EXIT%%ENTRY→FOR_INIT→FOR_COND: idx < len→FOR_EXIT→RETURN→EXIT,[INFO]:Loop initialized,normal,normal
183,afcabafb_2,afcabafb_2,ENTRY→FOR_INIT→FOR_COND: idx < len→IF_TRUE: cur == storageInfo→RETURN→EXIT%%ENTRY→FOR_INIT→FOR_COND: idx < len→FOR_EXIT→RETURN→EXIT,[DEBUG]:Condition idx < len evaluated,normal,normal
184,afcabafb_3,afcabafb_3,ENTRY→CALL: getNext→CALL: findStorageInfo→CALL: findStorageInfo→RETURN→EXIT,[INFO]:Fetching next element,normal,normal
185,afcabafb_3,afcabafb_3,ENTRY→CALL: getNext→CALL: findStorageInfo→CALL: findStorageInfo→RETURN→EXIT,[DEBUG]:Finding storage information,normal,normal
186,a0b02421_1,a0b02421_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
187,a0b02421_1,a0b02421_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
188,4664c9fd_1,4664c9fd_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
189,4664c9fd_1,4664c9fd_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
190,c7f75db9_1,c7f75db9_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
191,c7f75db9_1,c7f75db9_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
192,d22cee29_1,d22cee29_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
193,d22cee29_1,d22cee29_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
194,0d5cf8ce_1,0d5cf8ce_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
195,0d5cf8ce_1,0d5cf8ce_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
196,cae39118_1,cae39118_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
197,cae39118_1,cae39118_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
198,2a93eca4_1,2a93eca4_1,ENTRY→CALL:equals→CALL:getBlockUCState→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
199,2a93eca4_1,2a93eca4_1,ENTRY→CALL:equals→CALL:getBlockUCState→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
200,21f25770_1,21f25770_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
201,21f25770_1,21f25770_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
202,cb33f85a_1,cb33f85a_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
203,cb33f85a_1,cb33f85a_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
204,ca7fbcf3_1,ca7fbcf3_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
205,ca7fbcf3_1,ca7fbcf3_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
206,964c845c_1,964c845c_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
207,964c845c_1,964c845c_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
208,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[INFO]:Block operation started,normal,implicit
209,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[DEBUG]:Checking if block is stored or node removal failed,implicit,implicit
210,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[INFO]:Block is stored and node removal succeeded,normal,implicit
211,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[DEBUG]:Checking if block is deleted,normal,implicit
212,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[INFO]:Block is not deleted,normal,implicit
213,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[DEBUG]:Decrementing safe block count,normal,implicit
214,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[INFO]:Safe mode status is ON,normal,implicit
215,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[DEBUG]:Checking if block is complete and replication matches safe number of nodes,normal,implicit
216,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[INFO]:Block is complete and replication matches safe number of nodes,normal,implicit
217,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[DEBUG]:Updating reconstruction queue,normal,implicit
218,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[INFO]:Excess redundancy removed,normal,implicit
219,18c30f2e_1,18c30f2e_1,ENTRY→ConditionCheck%%ENTRY→SafeModeDecrement→UpdateReconstructions%%ENTRY→SafeModeDecrement→DataBlockProcessing→UpdateReconstructions%%ENTRY→ExcessRedundancyRemoval,[INFO]:Corrupt replicas removed from map,normal,implicit
220,7027a1a2_1,7027a1a2_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
221,7027a1a2_1,7027a1a2_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
222,54c1754e_1,54c1754e_1,ENTRY→CountNodes,[INFO]:Fetched 128MB block from namenode01,normal,normal
223,54c1754e_1,54c1754e_1,ENTRY→CountNodes,[INFO]:Counted 3 data-nodes for block /user/data,normal,normal
224,d51b1764_1,d51b1764_1,ENTRY→IF_TRUE: Block is complete%%ENTRY→IF_FALSE: Block is incomplete→IF_TRUE: Block does not meet minimal replication→THROW: Cannot complete block due to insufficient replication%%ENTRY→IF_FALSE: Block is incomplete→IF_FALSE: Block meets minimal replication→IF_TRUE: Block state is not COMMITTED→CALL: Retrieve block state→RETURN→THROW: Cannot complete block as it is not COMMITTED%%ENTRY→IF_FALSE: Block is incomplete→IF_FALSE: Block meets minimal replication→IF_FALSE: Block state is COMMITTED→CALL: Convert block to complete→CALL: Adjust block totals→CALL: Increment safe block count→ENTRY→IF_TRUE: Safe mode is OFF,[INFO]:Block entry point reached,normal,both
225,d51b1764_1,d51b1764_1,ENTRY→IF_TRUE: Block is complete%%ENTRY→IF_FALSE: Block is incomplete→IF_TRUE: Block does not meet minimal replication→THROW: Cannot complete block due to insufficient replication%%ENTRY→IF_FALSE: Block is incomplete→IF_FALSE: Block meets minimal replication→IF_TRUE: Block state is not COMMITTED→CALL: Retrieve block state→RETURN→THROW: Cannot complete block as it is not COMMITTED%%ENTRY→IF_FALSE: Block is incomplete→IF_FALSE: Block meets minimal replication→IF_FALSE: Block state is COMMITTED→CALL: Convert block to complete→CALL: Adjust block totals→CALL: Increment safe block count→ENTRY→IF_TRUE: Safe mode is OFF,[INFO]:Block is complete,normal,both
226,d51b1764_1,d51b1764_1,ENTRY→IF_TRUE: Block is complete%%ENTRY→IF_FALSE: Block is incomplete→IF_TRUE: Block does not meet minimal replication→THROW: Cannot complete block due to insufficient replication%%ENTRY→IF_FALSE: Block is incomplete→IF_FALSE: Block meets minimal replication→IF_TRUE: Block state is not COMMITTED→CALL: Retrieve block state→RETURN→THROW: Cannot complete block as it is not COMMITTED%%ENTRY→IF_FALSE: Block is incomplete→IF_FALSE: Block meets minimal replication→IF_FALSE: Block state is COMMITTED→CALL: Convert block to complete→CALL: Adjust block totals→CALL: Increment safe block count→ENTRY→IF_TRUE: Safe mode is OFF,[INFO]:Block is incomplete,normal,both
227,d51b1764_1,d51b1764_1,ENTRY→IF_TRUE: Block is complete%%ENTRY→IF_FALSE: Block is incomplete→IF_TRUE: Block does not meet minimal replication→THROW: Cannot complete block due to insufficient replication%%ENTRY→IF_FALSE: Block is incomplete→IF_FALSE: Block meets minimal replication→IF_TRUE: Block state is not COMMITTED→CALL: Retrieve block state→RETURN→THROW: Cannot complete block as it is not COMMITTED%%ENTRY→IF_FALSE: Block is incomplete→IF_FALSE: Block meets minimal replication→IF_FALSE: Block state is COMMITTED→CALL: Convert block to complete→CALL: Adjust block totals→CALL: Increment safe block count→ENTRY→IF_TRUE: Safe mode is OFF,[ERROR]:Cannot complete block due to insufficient replication,both,both
