LineId,Level,Content,EventId,EventTemplate,ParameterList,BlockId
3,[INFO],Closed block /user/data/block_01 successfully,e91631bb,Closed block <*><*> successfully,['/user/data/block_01'],159f10ed_1
1,[INFO],Loading inode references,5de9ca67,Loading inode references,[],bd0ec1a0_1
2,[INFO],Loaded 1024 inode references,df6b61ae,Loaded <*> inode references,['1024'],bd0ec1a0_1
1,[INFO],Shuffled target types for processing,1bb0557d,Shuffled target types for processing,[],ff906792_1
2,[INFO],Matched datanode cluster01 with source datanode01 and target datanode02,8a6c5cff,Matched datanode cluster<*> with source datanode<*> and target datanode<*>,"['01', '01', '02']",ff906792_1
3,[INFO],Pending move added for block 1024,752c4e6b,Pending move added for block <*>,['1024'],ff906792_1
4,[INFO],Executed pending move for block 1024,747dc523,Executed pending move for block <*>,['1024'],ff906792_1
5,[INFO],Processing completed for target types,86289824,Processing completed for target types,[],ff906792_1
1,[WARN],Volume usage (2048) is greater than capacity (1024). Setting volume usage to the capacity,46dc00e1,Volume usage (<*>) is greater than capacity (<*>). Setting volume usage to the capacity,"['2048', '1024']",41c2512a_1
1,[INFO],Closed edit log successfully,d28e8763,Closed edit log successfully,[],2c64b1d0_1
2,[INFO],Storage closed successfully,a7d8a413,Storage closed successfully,[],2c64b1d0_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",ca7e32a1_1
2,[INFO],Cached block 1024 at /user/data,2266c51b,Cached block <*> at <*>,"['1024', '/user/data']",ca7e32a1_1
3,[INFO],Completed caching block 1024,02725b36,Completed caching block <*>,['1024'],ca7e32a1_1
1,[INFO],Router is running now,4cfa32be,Router is running now,[],b5254b40_1
2,[DEBUG],Pause monitor started,9cb566d9,Pause monitor started,[],b5254b40_1
3,[DEBUG],Jvm metrics set,9b1f3dc2,Jvm metrics set,[],b5254b40_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",0185ebee_1
2,[ERROR],Out of space: The volume with the most available space (=1048576 B) is less than the block size (=2097152 B).,5807d493,Out of space: The volume with the most available space (=<*> B) is less than the block size (=<*> B).,"['1048576', '2097152']",0185ebee_1
3,[ERROR],Out of space: The volume with the most available space (=524288 B) is less than the block size (=2097152 B).,5807d493,Out of space: The volume with the most available space (=<*> B) is less than the block size (=<*> B).,"['524288', '2097152']",0185ebee_1
4,[WARN],The volume with the available space (=1048576 B) is less than the block size (=2097152 B).,39cac8db,The volume with the available space (=<*> B) is less than the block size (=<*> B).,"['1048576', '2097152']",0185ebee_1
1,[WARN],Exception occurred while compiling report,bd50db2a,Exception occurred while compiling report,[],2af2b7bd_1
1,[ERROR],FETCH_FAILED,0e77ee07,FETCH_FAILED,[],3c63b65a_1
1,[WARN],The volume[data_volume_01] with the available space (=1024 B) is less than the block size (=2048 B).,dcd91621,The volume<*> with the available space (=<*> B) is less than the block size (=<*> B).,"['[data_volume_01]', '1024', '2048']",be906f67_1
1,[INFO],Deleting block_12345 replica /user/data/block_12345,f7d8f517,Deleting block_<*> replica <*><*>,"['12345', '/user/data/block_12345']",a78880e2_1
1,[INFO],Permission set to READ|WRITE for path /user/data by user hadoop_user,c87f2f9e,Permission set to READ|WRITE for path <*> by user hadoop_user,['/user/data'],ba3b3322_1
2,[INFO],Permission update completed successfully for pool data_pool_01,e5406e5c,Permission update completed successfully for pool data_pool_<*>,['01'],ba3b3322_1
1,[INFO],checkOperation succeeded,f3a7b1ca,checkOperation succeeded,[],df690dac_1
2,[INFO],verifyJournalRequest succeeded,f6d59927,verifyJournalRequest succeeded,[],df690dac_1
3,[INFO],getBNImage().journal succeeded,2bdfab35,getBNImage().journal succeeded,[],df690dac_1
1,[INFO],Created proxy for namenode at https://namenode:8020,4b0ace03,Created proxy for namenode at https:<*>:<*>,['//namenode:8020'],f64c95eb_1
2,[INFO],Retrieved proxy for pool data_pool_01,ce3e8b70,Retrieved proxy for pool data_pool_<*>,['01'],f64c95eb_1
1,[TRACE],Registering /user/data for READ,04d32c50,Registering <*> for READ,['/user/data'],475c8eb2_1
1,[DEBUG],End of the phase: data_processing_phase,6e6f60bb,End of the phase: data_processing_phase,[],222c9796_1
1,[DEBUG],Starting removeAclEntries,314fd554,Starting removeAclEntries,[],c5dcaa35_1
2,[ERROR],Access control exception in removeAclEntries,d124034a,Access control exception in removeAclEntries,[],c5dcaa35_1
3,[INFO],ACL entries removed successfully,56514cd1,ACL entries removed successfully,[],c5dcaa35_1
4,[INFO],Audit log updated,5d620701,Audit log updated,[],c5dcaa35_1
1,[INFO],Successfully added dependent nodes to excluded nodes for pool data_pool_01,aca2c253,Successfully added dependent nodes to excluded nodes for pool data_pool_<*>,['01'],85f487ad_1
1,[INFO],Reading block information from namenode01,ce9c9fde,Reading block information from namenode<*>,['01'],7e7bb7ff_1
2,[INFO],Successfully read block metadata for /user/data,9b6dc567,Successfully read block metadata for <*>,['/user/data'],7e7bb7ff_1
1,[TRACE],"nextBlock(storage_01, bp_01): advancing from /data/finalized_subdir_01 to next subdirectory.",7fec7aad,"nextBlock(storage_<*>, bp_<*>): advancing from <*><*> to next subdirectory.","['01', '01', '/data/finalized_subdir_01']",eb9acb1a_1
2,[TRACE],"nextBlock(storage_01, bp_01): advancing to block_12345",d3b4e8a5,"nextBlock(storage_<*>, bp_<*>): advancing to block_<*>","['01', '01', '12345']",eb9acb1a_1
3,[ERROR],"nextBlock(storage_01, bp_01): block id 12345 found in invalid directory. Expected directory: /data/expected_dir. Actual directory: /data/actual_dir",c970020a,"nextBlock(storage_<*>, bp_<*>): block id <*> found in invalid directory. Expected directory: <*> Actual directory: <*>","['01', '01', '12345', '/data/expected_dir.', '/data/actual_dir']",eb9acb1a_1
1,[WARN],"removeDirective of 123 failed: , e",12c7b5b7,"removeDirective of <*> failed: , e",['123'],300c0950_1
2,[INFO],removeDirective of 123 successful.,e6852855,removeDirective of <*> successful.,['123'],300c0950_1
1,[WARN],Inconsistent number of corrupt replicas for block_123 + blockMap has 3 but corrupt replicas map has 2,1886b246,Inconsistent number of corrupt replicas for block_<*> + blockMap has <*> but corrupt replicas map has <*>,"['123', '3', '2']",ae759faf_1
1,[INFO],The storage policy of /user/data is unspecified,b39a8316,The storage policy of <*> is unspecified,['/user/data'],ff76fcf3_1
2,[INFO],The storage policy of /user/data: COLD,a65d5227,The storage policy of <*>: COLD,['/user/data'],ff76fcf3_1
3,[ERROR],BlockStoragePolicy is not supported for filesystem hdfs on path /user/data,ffa45417,BlockStoragePolicy is not supported for filesystem hdfs on path <*>,['/user/data'],ff76fcf3_1
4,[ERROR],HdfsFileStatus is not supported for filesystem hdfs on path /user/data,2839bd24,HdfsFileStatus is not supported for filesystem hdfs on path <*>,['/user/data'],ff76fcf3_1
5,[ERROR],File/Directory does not exist: /user/data,22162bc5,File<*> does not exist: <*>,"['/Directory', '/user/data']",ff76fcf3_1
6,[ERROR],Failed to read file status due to I/O error,e800bc89,Failed to read file status due to I<*> error,['/O'],ff76fcf3_1
1,[WARN],Block:12345 found in invalid directory. Expected directory:/user/data/expected. Actual directory:/user/data/actual,97a67de9,Block:<*> found in invalid directory. Expected directory:<*> Actual directory:<*>,"['12345', '/user/data/expected.', '/user/data/actual']",1987d66d_1
1,[DEBUG],Performing recovery in /user/data/namenode and /user/data/edits,430f78ce,Performing recovery in <*> and <*>,"['/user/data/namenode', '/user/data/edits']",27192011_1
2,[WARN],Unable to delete dir /user/data/curFile before rename,be523b8c,Unable to delete dir <*> before rename,['/user/data/curFile'],27192011_1
3,[ERROR],Unable to delete /user/data/ckptFile,1cf4a426,Unable to delete <*>,['/user/data/ckptFile'],27192011_1
4,[ERROR],Unable to rename /user/data/ckptFile to /user/data/curFile,6cbf6812,Unable to rename <*> to <*>,"['/user/data/ckptFile', '/user/data/curFile']",27192011_1
1,[INFO],Encryption zone created successfully at /user/data,0ecbce8e,Encryption zone created successfully at <*>,['/user/data'],47ed75e3_1
2,[INFO],Encryption zone permissions set to READ|WRITE for user hadoop_user,09eff777,Encryption zone permissions set to READ|WRITE for user hadoop_user,[],47ed75e3_1
1,[INFO],Opened streaming server at 10.0.0.1:50010,3df85993,Opened streaming server at <*>.<*>.<*>.<*>:<*>,"['10', '0.0.1', '50010']",814a63a7_1
2,[INFO],Listening on UNIX domain socket: /var/lib/hadoop-hdfs/dn_socket,955626ad,Listening on UNIX domain socket: <*>,['/var/lib/hadoop-hdfs/dn_socket'],814a63a7_1
1,[INFO],No storage nodes available,fc760579,No storage nodes available,[],3ef59535_1
2,[INFO],Synchronized cluster map with 5 nodes,32e8d0a0,Synchronized cluster map with <*> nodes,['5'],3ef59535_1
3,[INFO],Writer node not found in cluster map,5bdf79db,Writer node not found in cluster map,[],3ef59535_1
4,[INFO],Calculated network distance between nodes: 2 hops,07e6e2f4,Calculated network distance between nodes: <*> hops,['2'],3ef59535_1
5,[INFO],Writer node found in cluster map,7d39fa9a,Writer node found in cluster map,[],3ef59535_1
1,[WARN],Caught exception when adding block pool data_pool_01,e78a1fcd,Caught exception when adding block pool data_pool_<*>,['01'],57b80508_1
2,[INFO],"Added volume - /user/data, StorageType: SSD",74b6dbf9,"Added volume - <*>, StorageType: SSD",['/user/data'],57b80508_1
1,[INFO],Fetched volume info for volume_01,83969bf4,Fetched volume info for volume_<*>,['01'],c76b5d8a_1
2,[INFO],Fetched volume info for volume_02,83969bf4,Fetched volume info for volume_<*>,['02'],c76b5d8a_1
3,[INFO],Fetched volume info for volume_03,83969bf4,Fetched volume info for volume_<*>,['03'],c76b5d8a_1
4,[INFO],Volume info retrieval completed successfully,cae7afb7,Volume info retrieval completed successfully,[],c76b5d8a_1
1,[ERROR],Failed to abort file: /user/data/file01 with inode: 12345,b61fd687,Failed to abort file: <*><*> with inode: <*>,"['/user/data/file01', '12345']",a5aab547_1
2,[ERROR],Failed to abort file due to lease timeout,eba4271f,Failed to abort file due to lease timeout,[],a5aab547_1
1,[INFO],Acquired infoLock for synchronization,561dcf71,Acquired infoLock for synchronization,[],bb6f5a5a_1
2,[INFO],Building block metadata for /user/data,785b6a2f,Building block metadata for <*>,['/user/data'],bb6f5a5a_1
3,[INFO],Setting dropBehind flag to true for block /user/data,054de9f7,Setting dropBehind flag to true for block <*>,['/user/data'],bb6f5a5a_1
4,[INFO],Closing current block readers for /user/data,30db0fe4,Closing current block readers for <*>,['/user/data'],bb6f5a5a_1
1,[AUDIT],"operation=false, path=/user/data, perm=READ|WRITE",3e1f1283,"operation=false, path=<*>, perm=READ|WRITE",['/user/data'],6ac37d33_1
2,[AUDIT],"operation=true, path=/user/root, perm=READ|WRITE",7cbbe262,"operation=true, path=<*>, perm=READ|WRITE",['/user/root'],6ac37d33_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",c5cc0baa_1
2,[INFO],File /user/data is accessible,c599c4ae,File <*> is accessible,['/user/data'],c5cc0baa_1
3,[INFO],Reading line from file /user/data,0ffb6b1a,Reading line from file <*>,['/user/data'],c5cc0baa_1
4,[INFO],Cleaning up resources for file /user/data,ee7c3a59,Cleaning up resources for file <*>,['/user/data'],c5cc0baa_1
5,[INFO],Converted data to array,b05337a3,Converted data to array,[],c5cc0baa_1
6,[INFO],Array size: 1024,2b291293,Array size: <*>,['1024'],c5cc0baa_1
7,[INFO],Array size: 1024,2b291293,Array size: <*>,['1024'],c5cc0baa_1
8,[INFO],Returning processed data,5e8869ce,Returning processed data,[],c5cc0baa_1
9,[INFO],Exiting execution,58ed43ef,Exiting execution,[],c5cc0baa_1
1,[INFO],Preconditions checkState successful,266fde82,Preconditions checkState successful,[],ccb7f975_1
2,[INFO],Fetched current ID 12345,d773dc83,Fetched current ID <*>,['12345'],ccb7f975_1
3,[INFO],Retrieved token sequence number 67890,58798178,Retrieved token sequence number <*>,['67890'],ccb7f975_1
4,[INFO],Processed 5 keys from state,72421a1a,Processed <*> <*> from state,['5 keys'],ccb7f975_1
5,[INFO],Added key key_01 to state,c68bcf70,Added key key_<*> to state,['01'],ccb7f975_1
6,[INFO],Processed 3 tokens from state,72421a1a,Processed <*> <*> from state,['3 tokens'],ccb7f975_1
7,[INFO],Initialized DelegationTokenIdentifier with sequence 67890,a629fa9e,Initialized DelegationTokenIdentifier with sequence <*>,['67890'],ccb7f975_1
8,[INFO],Added persisted delegation token token_01,ea8412fc,Added persisted delegation token token_<*>,['01'],ccb7f975_1
9,[INFO],Incremented counter to 1,d4516b67,Incremented counter to <*>,['1'],ccb7f975_1
1,[DEBUG],newInfo = /user/data,5559f04c,newInfo = <*>,['/user/data'],0cced512_1
2,[ERROR],Cannot open filename /user/data,ab3a538a,Cannot open filename <*>,['/user/data'],0cced512_1
3,[ERROR],Blocklist for /user/data has changed!,a05e2004,Blocklist for <*> has changed!,['/user/data'],0cced512_1
1,[DEBUG],Using striped block reconstruction; pool threads=4,37bf19bf,Using striped block reconstruction; pool threads=<*>,['4'],65a5dd4c_1
1,[INFO],Created file status for /user/data with permissions READ|WRITE,23e89e6a,Created file status for <*> with permissions READ|WRITE,['/user/data'],7f4fd644_1
2,[INFO],File status successfully returned for /user/data,d9a220c0,File status successfully returned for <*>,['/user/data'],7f4fd644_1
1,[INFO],Preconditions.checkNotNull succeeded for SlowPeerTracker,821fb697,Preconditions.checkNotNull succeeded for SlowPeerTracker,[],4d1a16a2_1
2,[INFO],Fetched JSON data from SlowPeerTracker,279252a0,Fetched JSON data from SlowPeerTracker,[],4d1a16a2_1
1,[INFO],Hard links broken successfully for block 1024,74dc06ce,Hard links broken successfully for block <*>,['1024'],e2346aa0_1
2,[INFO],Replica copied with new block ID 2048 and generation stamp 3,95a2a5ca,Replica copied with new block ID <*> and generation stamp <*>,"['2048', '3']",e2346aa0_1
3,[INFO],Block 2048 truncated to size 512MB,558f86ec,Block <*> truncated to size <*>MB,"['2048', '512']",e2346aa0_1
1,[INFO],Fetched block 1024 from namenode01,3602b9cc,Fetched block <*> from namenode<*>,"['1024', '01']",906697f5_1
2,[WARN],Datanode datanode01 is not a valid cache location for block 1024 because that node does not have a backing replica!,f13cc57b,Datanode datanode<*> is not a valid cache location for block <*> because that node does not have a backing replica!,"['01', '1024']",906697f5_1
1,[INFO],"STATE* Safe mode is ON.\nIt was turned on manually. Use ""hdfs dfsrouteradmin -safemode leave"" to turn safe mode off.",c9ac23d8,STATE* Safe mode is ON.\nIt was turned on manually. Use <*> to turn safe mode off.,"['""hdfs dfsrouteradmin -safemode leave""']",437744d1_1
2,[ERROR],Unable to enter safemode.,4d4df58d,Unable to enter safemode.,[],437744d1_1
1,[INFO],Fetched datanode list for report type DEAD,f713cff6,Fetched datanode list for report type DEAD,[],85ad05c9_1
2,[INFO],Retrieved 5 datanodes from the list,46d80cd4,Retrieved <*> datanodes from the list,['5'],85ad05c9_1
1,[INFO],Zone data_zone_01(12345) is submitted for re-encryption.,c7840813,Zone data_zone_<*>(<*>) is submitted for re-encryption.,['01(12345'],1eaa8b74_1
1,[ERROR],Only a Finalized replica can be appended to; Replica with blk id 12345 has state RBW,a027d373,Only a Finalized replica can be appended to; Replica with blk id <*> has state RBW,['12345'],886f1e28_1
2,[ERROR],Append on block 12345 returned a replica of state FINALIZED; expected RBW,7473efc4,Append on block <*> returned a replica of state FINALIZED; expected RBW,['12345'],886f1e28_1
3,[INFO],Block 12345 successfully added to volumeMap,6cd88ec1,Block <*> successfully added to volumeMap,['12345'],886f1e28_1
1,[INFO],"Audit log event: rename (options=[""OVERWRITE""]) /user/data/file1 /user/data/file2",bd117b88,Audit log event: rename (options=<*>) <*><*> <*><*>,"['[""OVERWRITE""]', '/user/data/file1', '/user/data/file2']",c3a5f663_1
2,[WARN],"Access denied for rename (options=[""OVERWRITE""]) /user/data/file1 /user/data/file2",69e36351,Access denied for rename (options=<*>) <*><*> <*><*>,"['[""OVERWRITE""]', '/user/data/file1', '/user/data/file2']",c3a5f663_1
1,[DEBUG],Recording a newly allocated block ID 1024 in the edit log,d243f3f1,Recording a newly allocated block ID <*> in the edit log,['1024'],368bfe05_1
2,[INFO],AllocateBlockIdOp instance created and block ID 1024 set,dbfee498,AllocateBlockIdOp instance created and block ID <*> set,['1024'],368bfe05_1
1,[INFO],"OpenFileCtx is inactive, fileId: /user/data/file123",cee25fe2,"OpenFileCtx is inactive, fileId: <*><*>",['/user/data/file123'],f737d3b3_1
2,[DEBUG],"Repeated write request which hasn’t been served: xid=12345, drop it.",59746256,"Repeated write request which <*> <*> served: xid=<*>, <*> <*>","['hasn’t been', '12345', 'drop it.']",f737d3b3_1
3,[DEBUG],"Repeated write request which is already served: xid=12345, resend response.",59746256,"Repeated write request which <*> <*> served: xid=<*>, <*> <*>","['is already', '12345', 'resend response.']",f737d3b3_1
1,[INFO],Added block 1024 to file /user/data/file01,abad1ed8,Added block <*> to file <*><*>,"['1024', '/user/data/file01']",87393343_1
2,[INFO],"Block 1024 successfully replicated to datanode01, datanode02, datanode03",0e7cfe50,"Block <*> successfully replicated to datanode<*>, datanode<*>, datanode<*>","['1024', '01', '02', '03']",87393343_1
1,[DEBUG],"Verifying QOP, requested QOP = auth-conf, negotiated QOP = auth",7fec6283,"Verifying QOP, requested QOP = auth-conf, negotiated QOP = <*>",['auth'],13ddb047_1
2,[DEBUG],"Verifying QOP, requested QOP = auth-conf, negotiated QOP = auth-conf",7fec6283,"Verifying QOP, requested QOP = auth-conf, negotiated QOP = <*>",['auth-conf'],13ddb047_1
1,[INFO],Access check succeeded for path /user/data,3eed9e97,Access check succeeded for path <*>,['/user/data'],d6613cc4_1
2,[INFO],Access check succeeded for path /user/test,3eed9e97,Access check succeeded for path <*>,['/user/test'],d6613cc4_1
1,[INFO],Socket created successfully,8e19b858,Socket <*> successfully,['created'],135e3043_1
2,[INFO],Connected to namenode01:8020,9f19c153,Connected to namenode<*>:<*>,['01:8020'],135e3043_1
3,[INFO],Random local interface address fetched: 192.168.1.10,56926429,Random local interface address fetched: <*>.<*>.<*>.<*>,"['192', '168.1.10']",135e3043_1
4,[INFO],Peer connection established with key 12345,f53a8c8b,Peer connection established with key <*>,['12345'],135e3043_1
5,[INFO],Socket cleanup initiated,d08ac29a,Socket cleanup initiated,[],135e3043_1
6,[INFO],Socket closed successfully,8e19b858,Socket <*> successfully,['closed'],135e3043_1
1,[ERROR],Cannot get a connection to namenode01 because the manager isn't running,0a39410c,Cannot get a connection to <*> because the manager isn't running,['namenode01'],3044ac0f_1
2,[ERROR],Cannot add more than 10 connections at the same time,738554c0,Cannot add more than <*> connections at the same time,['10'],3044ac0f_1
3,[ERROR],We got a closed connection from data_pool_01,14f03769,We got a closed connection from data_pool_<*>,['01'],3044ac0f_1
4,[ERROR],Cannot get a connection to hdd_pool_42 because the manager isn't running,0a39410c,Cannot get a connection to <*> because the manager isn't running,['hdd_pool_42'],3044ac0f_1
1,[DEBUG],Tried to read from deleted or moved edit log segment,da50ec1c,Tried to read from deleted or moved edit log segment,[],ef145885_1
2,[DEBUG],Tried to read from deleted edit log segment,7e4a9382,Tried to read from deleted edit log segment,[],ef145885_1
1,[WARN],"RouterStore load cache failed,",bf3d61e0,"RouterStore load cache failed,",[],da7c32b2_1
2,[INFO],Router namenode01 is not running. Mount table cache will not refresh.,d10d7213,Router namenode<*> is not running. Mount table cache will not refresh.,['01'],da7c32b2_1
3,[WARN],Failed to connect to router at namenode01,354ed165,Failed to connect to router at namenode<*>,['01'],da7c32b2_1
1,[INFO],Fetched paxosFile from /user/data/paxos,da60efd2,Fetched paxosFile from <*>,['/user/data/paxos'],7e48a49d_1
2,[ERROR],Failed to delete paxosFile at /user/data/paxos,2b3259b5,Failed to delete paxosFile at <*>,['/user/data/paxos'],7e48a49d_1
3,[INFO],Successfully deleted paxosFile at /user/data/paxos,16903efd,Successfully deleted paxosFile at <*>,['/user/data/paxos'],7e48a49d_1
4,[INFO],PaxosFile does not exist at /user/data/paxos,f619a3dd,PaxosFile does not exist at <*>,['/user/data/paxos'],7e48a49d_1
1,[DEBUG],Mapped HA service delegation token for logical URI hdfs://namenode01 to namenode namenode01,5e600c91,Mapped HA service delegation token for logical URI hdfs:<*><*> to namenode namenode<*>,"['//namenode01', '01']",f0413203_1
2,[DEBUG],No HA service delegation token found for logical URI hdfs://namenode01,194d6e28,No HA service delegation token found for logical URI hdfs:<*><*>,['//namenode01'],f0413203_1
1,[INFO],Bootstrapping the InMemoryAliasMap from https://namenode:8020,a93434a6,Bootstrapping the InMemoryAliasMap from <*>,['https://namenode:8020'],562e50f3_1
2,[ERROR],InMemoryAliasMap enabled with null location,d30b96e5,InMemoryAliasMap enabled with null location,[],562e50f3_1
3,[ERROR],Cannot remove current alias map: /user/data/aliasMap,4a968141,Cannot remove current alias map: <*>,['/user/data/aliasMap'],562e50f3_1
4,[ERROR],Cannot create directory /user/data/aliasMap,c6f02072,Cannot create directory <*>,['/user/data/aliasMap'],562e50f3_1
5,[INFO],Bootstrapping the InMemoryAliasMap from localhost:50070,a93434a6,Bootstrapping the InMemoryAliasMap from <*>,['localhost:50070'],562e50f3_1
1,[INFO],Sent OOB response for block 1024 on datanode01,ffa86f67,Sent OOB response for block <*> on datanode<*>,"['1024', '01']",c71e64a1_1
2,[INFO],Skipped OOB response as isDatanode is true,b9b5e3c7,Skipped OOB response as isDatanode is true,[],c71e64a1_1
1,[DEBUG],Skipping volume. Volume : /user/data Type : HDFS Target Number of bytes : 1024.0 lowVolume dfsUsed : 512. Skipping this volume from all future balancing calls.,54eeeac8,Skipping volume. Volume : <*> Type : HDFS Target Number of bytes : <*>.<*> lowVolume dfsUsed : <*>. Skipping this volume from all future balancing calls.,"['/user/data', '1024.0', '512']",41ed2201_1
1,[INFO],Breaking hardlink for 3x-linked block Block-1234,51e4dc88,Breaking hardlink for <*>x-linked block Block-<*>,"['3', '1234']",f69321aa_1
2,[ERROR],detachBlock:Block not found. Block-1234,c8653d0c,detachBlock:Block not found. Block-<*>,['1234'],f69321aa_1
1,[INFO],Create dump file: /user/data/dump_file_01,e5a6103f,Create dump file: <*><*>,['/user/data/dump_file_01'],a400a047_1
2,[DEBUG],"Start dump. Before dump, nonSequentialWriteInMemory == 1024",f24e10ce,"Start dump. Before dump, nonSequentialWriteInMemory == <*>",['1024'],a400a047_1
3,[ERROR],Dump data failed: WriteCtx error OpenFileCtx state: ACTIVE,efdfad96,Dump data failed: WriteCtx error OpenFileCtx state: ACTIVE,[],a400a047_1
4,[DEBUG],"After dump, nonSequentialWriteInMemory == 512",ff1806d2,"After dump, nonSequentialWriteInMemory == <*>",['512'],a400a047_1
1,[INFO],Removed BPOfferService,495b9d30,Removed BPOfferService,[],27f244ce_1
2,[WARN],Couldn't remove BPOS BPOfferService from bpByNameserviceId map,fb64baa1,Couldn't remove BPOS BPOfferService from bpByNameserviceId map,[],27f244ce_1
1,[INFO],STATE* Safe mode is OFF. It was turned off manually.,e69db09e,STATE* Safe mode is OFF. It was turned off manually.,[],8a569fb8_1
2,[ERROR],Unable to leave safemode.,43e61363,Unable to leave safemode.,[],8a569fb8_1
1,[DEBUG],lastAckedSeqno = -1,9d5455bb,lastAckedSeqno = -<*>,['1'],e94ada36_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],e94ada36_1
3,[DEBUG],Connecting to datanode dn42,3b05efa5,Connecting to datanode dn<*>,['42'],e94ada36_1
4,[DEBUG],Send buf size 131072,5e715784,Send buf size <*>,['131072'],e94ada36_1
5,[DEBUG],Using local interface 192.168.1.10,c73e9fad,Using local interface <*>.<*>.<*>.<*>,"['192', '168.1.10']",e94ada36_1
1,[DEBUG],lastAckedSeqno = -1,9d5455bb,lastAckedSeqno = -<*>,['1'],e94ada36_2
1,[DEBUG],lastAckedSeqno = -1,9d5455bb,lastAckedSeqno = -<*>,['1'],e94ada36_3
2,[WARN],Error transferring data from datanode01 to datanode02,3c66acc5,Error transferring data from datanode<*> to datanode<*>,"['01', '02']",e94ada36_3
1,[ERROR],No targets in destination storage!,b1473396,No targets in destination storage!,[],404868c7_1
2,[INFO],Downloaded file data_file_01 size 1048576 bytes.,cd267419,Downloaded file data_file_<*> size <*> bytes.,"['01', '1048576']",404868c7_1
1,[INFO],Successfully established IOStreamPair with namenode01,14a89a27,Successfully established IOStreamPair with namenode<*>,['01'],73d48e8f_1
2,[INFO],Trust check completed for user hadoop_user,62f3e5b2,Trust check completed for user hadoop_user,[],73d48e8f_1
1,[INFO],Auditing event: queryRollingUpgrade,7ec2ebaf,Auditing event: queryRollingUpgrade,[],8a10f2ea_1
1,[WARN],DataNode volume info not available.,99c247d2,DataNode volume info not available.,[],eb2293c7_1
2,[WARN],DataNode volume info not available.,99c247d2,DataNode volume info not available.,[],eb2293c7_1
3,[WARN],Disk failure,cd8715e2,Disk failure,[],eb2293c7_1
1,[INFO],Purged old logs from storage pool data_pool_01,096680a9,Purged old logs from storage pool data_pool_<*>,['01'],d129f405_1
1,[INFO],Starting pre-upgrade process for QuorumJournalManager,c0233540,Starting pre-upgrade process for <*>,['QuorumJournalManager'],b28d25dc_1
2,[INFO],Pre-upgrade completed successfully for QuorumJournalManager,75801298,Pre-upgrade completed successfully for <*>,['QuorumJournalManager'],b28d25dc_1
3,[INFO],Starting pre-upgrade process for FileJournalManager,c0233540,Starting pre-upgrade process for <*>,['FileJournalManager'],b28d25dc_1
4,[INFO],Pre-upgrade completed successfully for FileJournalManager,75801298,Pre-upgrade completed successfully for <*>,['FileJournalManager'],b28d25dc_1
1,[ERROR],Cannot fetch block pool ID metrics: Failed to retrieve namespace info from namenode01,40564360,Cannot fetch block pool ID metrics: Failed to retrieve namespace info from namenode<*>,['01'],89f6f51b_1
1,[INFO],Checking delete permission for path /user/data,9ab61f41,Checking delete permission for path <*>,['/user/data'],73975c63_1
2,[INFO],Delete permission denied for path /user/data,99240e65,Delete permission <*> for path <*>,"['denied', '/user/data']",73975c63_1
3,[INFO],Delete permission granted for path /user/data,99240e65,Delete permission <*> for path <*>,"['granted', '/user/data']",73975c63_1
4,[INFO],Checking snapshot for path /user/data,98685d67,Checking snapshot for path <*>,['/user/data'],73975c63_1
5,[INFO],Files removed from path /user/data,f3a2acb5,Files removed from path <*>,['/user/data'],73975c63_1
6,[INFO],Deleting files from path /user/data,5b96ae98,Deleting files from path <*>,['/user/data'],73975c63_1
7,[INFO],Removing snapshottable directories for path /user/data,0b874201,Removing snapshottable directories for path <*>,['/user/data'],73975c63_1
8,[INFO],Removing leases and INodes for path /user/data,ad4e2332,Removing leases and INodes for path <*>,['/user/data'],73975c63_1
9,[INFO],Removing blocks and updating safemode total for path /user/data,dacda7fa,Removing blocks and updating safemode total for path <*>,['/user/data'],73975c63_1
10,[INFO],No files removed from path /user/data,b024b89e,No files removed from path <*>,['/user/data'],73975c63_1
11,[INFO],Deleting files from path /user/data,5b96ae98,Deleting files from path <*>,['/user/data'],73975c63_1
1,[INFO],Copied 1024 bytes from /user/data to /user/output,0310133b,Copied <*> bytes from <*> to <*>,"['1024', '/user/data', '/user/output']",bfbd1119_1
2,[INFO],Generated MD5 hash for block 128MB,dda1cafa,Generated MD<*> hash for block <*>MB,"['5', '128']",bfbd1119_1
3,[INFO],Closed input stream for /user/data,6d156d26,Closed input stream for <*>,['/user/data'],bfbd1119_1
1,[ERROR],Invalid READ request,f6575249,Invalid READ request,[],a898d81a_1
2,[DEBUG],NFS READ fileHandle: /user/data offset: 1024 count: 128 client: hadoop_user,220c61b9,NFS READ fileHandle: <*> offset: <*> count: <*> client: hadoop_user,"['/user/data', '1024', '128']",a898d81a_1
3,[WARN],"Get error accessing file, fileId: 12345",80b53831,"Get error accessing file, fileId: <*>",['12345'],a898d81a_1
